,artistId,name,relatedArtists,followers,popularity,genres
133,6zu1JcNYULXTVw509cemBy,Hamed Nikpay,"['1Ztcq0hkmzT4gWfmWZx3wu', '6zhA5Vu3mPLVuSCf3RVtxH', '1aAvWm4c1RQ2HnxFQYGFKS', '2jljxkpACxjzTTEVNIFRXg', '27dwAgbXmxxoow8Mpn7aQz']",4295,22,"['classic persian pop', 'persian alternative', 'persian neo-traditional', 'persian traditional']"
134,2NzB7sjEg2k46XhFXeYi2v,Peyman Yazdanian,"['42SXWPm6yVlwZQKfmZGoIb', '129o0b0q8hAgjrd7jDrbhP', '5Uj3HYkiz1cn32IPHMqhOy', '1Ztcq0hkmzT4gWfmWZx3wu', '0eqvP2PYOlKKEZQSKYf06d']",2942,18,"['persian alternative', 'persian neo-traditional', 'persian traditional']"
135,3RGDkgJ2rGLnm4JqoEvdVT,Ali Ghamsari,"['6G9faozjdy9wpfIKhDMRBR', '55eAm6u8p3FNbnOMlL0tfy', '76AfiUNXweLpRzTYqcAFPx', '7gDiOICKaYVFJugoruVGlS', '1jY0z6wdAJQuVr6sytzun7']",484,4,"['persian neo-traditional', 'persian traditional']"
136,5CEosSs2y4M9THNGI6mej8,Amir Tataloo,"['1bVetRIib0DC0OuFKkrB17', '1yPzb9mqugowOfUs2vIOgL', '1HxhTTLPJlj5uiYSdjVgGU', '0Tvuhy3Z9svIM16dPhNgb9', '5vVveQB8n4kETe67waTS3t']",6577,32,['persian pop']
137,1sGLUwUvy2iW7hhbNOpJLQ,Shakila,"['2qNu2Ys8ePDMvKwixWNdbS', '0FYkbjit3zaFIN4kvVUdGW', '0EffwahbVorwsGoVtfovXM', '5b1CDxqOGnXr5M1DUn2XQh', '3Tf5EjUPHi04W0filXAkrG']",3938,18,['classic persian pop']
138,6zhA5Vu3mPLVuSCf3RVtxH,Mahsa Vahdat,"['6zu1JcNYULXTVw509cemBy', '2jljxkpACxjzTTEVNIFRXg', '1Ztcq0hkmzT4gWfmWZx3wu', '5Uj3HYkiz1cn32IPHMqhOy', '3meYUCHyh5OayViOog5daw']",5169,25,"['classic persian pop', 'persian alternative', 'persian traditional']"
139,4CXwPHzJ8f5TxtyrsjbwLl,Morteza,"['0EffwahbVorwsGoVtfovXM', '3Tf5EjUPHi04W0filXAkrG', '6FwyjZoydsivQ2ge94HmLP', '5coMLgB6HtAg6rf9QVPLPa', '2Y2gsVQ9NzlSlQdCgnQ6ug']",2771,25,['classic persian pop']
140,6OPRYriCGklH6tE0vk5IM8,Amirhossein Eftekhari,"['67kWRUuakWQ7zpgUCLWMCH', '2uae2HQyeF6uSsV7u1cUF2', '5soNWYxH02JzesP081GwEl', '7gZ2ehh4RMlxJia3aVmoLM', '5fXqHVzbTggfhYUcjFUv3g']",1057,21,['persian pop']
141,5fXqHVzbTggfhYUcjFUv3g,Morvarid,"['6OPRYriCGklH6tE0vk5IM8', '10q6ToQDyMq4fIckvuwXEO', '67kWRUuakWQ7zpgUCLWMCH', '2uae2HQyeF6uSsV7u1cUF2', '3pox3Tg5r65OlxX2zuNfRe']",228,13,[]
142,3pox3Tg5r65OlxX2zuNfRe,Eddie Attar,"['3ik1ITmfyz6tnIgodqEHlz', '0LkkLM2M97UEG7hi5mLn3u', '10q6ToQDyMq4fIckvuwXEO', '0Ivc48Y30tpafzyoi2U4OJ', '3lDvSMuYmhBK4KhJ9Bryak']",779,20,['persian pop']
143,72YzRGDNjyHcUMLtsmJgKN,Amirabbas Golab,"['0Ivc48Y30tpafzyoi2U4OJ', '3lDvSMuYmhBK4KhJ9Bryak', '0RijxlHRlHCt8hYWPclQRJ', '2uae2HQyeF6uSsV7u1cUF2', '5soNWYxH02JzesP081GwEl']",2513,26,['persian pop']
144,1IlwO4YlID1tcb5QgWOiQu,Hamid Hiraad,"['0Ivc48Y30tpafzyoi2U4OJ', '3lDvSMuYmhBK4KhJ9Bryak', '0RijxlHRlHCt8hYWPclQRJ', '5soNWYxH02JzesP081GwEl', '1XLGWRdWbnYF5WrI8Kli4m']",6170,39,['persian pop']
145,1XLGWRdWbnYF5WrI8Kli4m,Hamed Homayoun,"['3ik1ITmfyz6tnIgodqEHlz', '3lDvSMuYmhBK4KhJ9Bryak', '0Ivc48Y30tpafzyoi2U4OJ', '0RijxlHRlHCt8hYWPclQRJ', '5soNWYxH02JzesP081GwEl']",9326,37,['persian pop']
146,6OiXjQsfAJDqoukTEEtRFk,Kako Band,"['5BmZFKfOtJ5uhZd4FZFA2U', '3juum1Huev3gBqWuTfHzML', '5GZNz7JdrJ5HgyKq44iDG1', '1IlwO4YlID1tcb5QgWOiQu', '1km564YyHWr7156Imwfbp9']",2058,18,[]
147,5BmZFKfOtJ5uhZd4FZFA2U,Daal Band,"['3juum1Huev3gBqWuTfHzML', '2J9qJ9p2W1wphlX15FzbVd', '5GZNz7JdrJ5HgyKq44iDG1', '47w4VyWVolZiXYnFt0wqr9', '5sGy7zfcUWYPh3wHbyz4fn']",2413,19,"['persian alternative', 'persian neo-traditional']"
148,5GZNz7JdrJ5HgyKq44iDG1,Ali Zand Vakili,"['3juum1Huev3gBqWuTfHzML', '2J9qJ9p2W1wphlX15FzbVd', '5BmZFKfOtJ5uhZd4FZFA2U', '2IYl0pVatTl6O2d1CQj6GQ', '5Uj3HYkiz1cn32IPHMqhOy']",5574,29,[]
149,0uCPk7Qaa7trIUAo0MarQa,Jahan,"['5TJxWW696uXFzZYpp9b6nk', '6XJ5KXl0DaiBPd5xH5x7i5', '6FwyjZoydsivQ2ge94HmLP', '1Sz090MImPxme9m9F5zM6x', '2rencXwi2bmo5d0P8443Ao']",2476,18,['classic persian pop']
150,55eAm6u8p3FNbnOMlL0tfy,Jalil Shahnaz,"['7gDiOICKaYVFJugoruVGlS', '3fdDkhBEDruWRwbxaO9jUL', '1Hf2M5agx5UUq70iTJMB04', '3RGDkgJ2rGLnm4JqoEvdVT', '47rRBKkfnGlmXw8AztRvYf']",1057,12,['persian traditional']
151,0DymMFBnzHFnWU0kosXtsQ,Omid Hajili,"['0iMvs2xig8hcY8LdFCSHKZ', '72482nIO3fujPgLNJQWuCy', '21bYSNzWliPW8JOHPMzx7X', '159EfTbAauNiYWo4L0n30z', '05xOq3llEmAYBHDUsgHpi2']",2123,27,['persian pop']
152,3Glr2udz0D2reg29xp4Zta,Mehdi Yarrahi,"['7kyv6pxakvg25qRWqq9vj7', '5ZJVKcOJZ2liLXcMD8G4fG', '1kvuyOm5YCLM6VqzXUR1wP', '7INpA5aJxfDmYebFzHMcGk', '5EvLD8ZqQKUQVTORi5z8tm']",1785,18,['persian pop']
153,7INpA5aJxfDmYebFzHMcGk,Mehdi Ahmadvand,"['5EvLD8ZqQKUQVTORi5z8tm', '7LVIM96INQRse5bdloKlzM', '10q6ToQDyMq4fIckvuwXEO', '3XgrqdSU9HUqgm4wHC9mUx', '1OCJdJqPSwRk33D9wOlLN0']",3408,27,['persian pop']
154,5sarhkyrBmQFnOJe2HrMBH,Kayhan Kalhor,"['129o0b0q8hAgjrd7jDrbhP', '5Uj3HYkiz1cn32IPHMqhOy', '2NzB7sjEg2k46XhFXeYi2v', '42SXWPm6yVlwZQKfmZGoIb', '5C43FNPZAzBXLGWgkYWbs1']",9612,22,"['oriental classical', 'persian neo-traditional', 'persian traditional']"
155,27dwAgbXmxxoow8Mpn7aQz,Salar Aghili,"['0FYkbjit3zaFIN4kvVUdGW', '5Uj3HYkiz1cn32IPHMqhOy', '3meYUCHyh5OayViOog5daw', '5C43FNPZAzBXLGWgkYWbs1', '45EXJ1cQAEt8k2zIYHyLBm']",5830,25,"['classic persian pop', 'persian traditional']"
156,7LVIM96INQRse5bdloKlzM,Alireza Talischi,"['5EvLD8ZqQKUQVTORi5z8tm', '7INpA5aJxfDmYebFzHMcGk', '0RijxlHRlHCt8hYWPclQRJ', '0Ivc48Y30tpafzyoi2U4OJ', '3XgrqdSU9HUqgm4wHC9mUx']",1495,21,['persian pop']
157,3QNGoF6VzVNnkpjJDT3NHq,Shayea,"['7mGDv3CYlPghTIWzE6tOpv', '0u4qrFczDmAsJesHPgbnru', '2SFwcduI9cdZsG6UxnBm3C', '3NMQEyYaKVKd0ZBVJwyAwS', '4uGBJ4gqsK7NAUb3DKTL7Q']",4309,25,['persian hip hop']
158,1doxtFN19fZFut0UYCuf8c,Mehdi Jahani,"['0Ivc48Y30tpafzyoi2U4OJ', '3ik1ITmfyz6tnIgodqEHlz', '0RijxlHRlHCt8hYWPclQRJ', '5soNWYxH02JzesP081GwEl', '3lDvSMuYmhBK4KhJ9Bryak']",2149,32,['persian pop']
159,6hKJvRsiSIyjIBv9usxkhh,Kourosh Yaghmaei,"['2jvB5M73tBZlWybPmxIaw7', '5b1CDxqOGnXr5M1DUn2XQh', '07L6XZ7QaTsZLP8jwLoFgY', '1xA7r3Y1UGCp3rQMkgFXz4', '3pI1XXzzKOYdYCLWurc2Ky']",6389,32,['classic persian pop']
160,0eqvP2PYOlKKEZQSKYf06d,Andrea Bauer,"['2NzB7sjEg2k46XhFXeYi2v', '42SXWPm6yVlwZQKfmZGoIb', '098NN14k4Oa9ZsSO1t3ECk', '5sarhkyrBmQFnOJe2HrMBH', '129o0b0q8hAgjrd7jDrbhP']",327,6,[]
161,3tecdksDTajgP8xxkuDgyJ,Alireza Jj,"['2B4DnBz9uzJN5nPgLEHCt7', '5vVveQB8n4kETe67waTS3t', '4zNEj5bkHE0kNSpfIwgdvu', '7AJU2n7M6XW5j1fdqTdZgI', '1PgsdK1Ll4oK28g6KLPOg1']",4411,30,"['persian hip hop', 'persian pop']"
162,1OCJdJqPSwRk33D9wOlLN0,Saman Jalili,"['7INpA5aJxfDmYebFzHMcGk', '10q6ToQDyMq4fIckvuwXEO', '2uae2HQyeF6uSsV7u1cUF2', '67kWRUuakWQ7zpgUCLWMCH', '7LVIM96INQRse5bdloKlzM']",2868,25,['persian pop']
163,68Mz4oTRLkgxPgdkmfujeL,Majid Derakhshani,"['6G9faozjdy9wpfIKhDMRBR', '3f2boapgR4BFR5VaWqCeat', '76AfiUNXweLpRzTYqcAFPx', '47rRBKkfnGlmXw8AztRvYf', '55eAm6u8p3FNbnOMlL0tfy']",508,13,['persian traditional']
164,76AfiUNXweLpRzTYqcAFPx,Hamid Motebassem,"['1Hf2M5agx5UUq70iTJMB04', '5lkDBB31Xx39oqr9XqmbmY', '68Mz4oTRLkgxPgdkmfujeL', '55eAm6u8p3FNbnOMlL0tfy', '3fdDkhBEDruWRwbxaO9jUL']",523,12,['persian traditional']
165,3W7mWUVC6aDPAQX7yRFdz5,25band,"['7kyv6pxakvg25qRWqq9vj7', '5ZJVKcOJZ2liLXcMD8G4fG', '21bYSNzWliPW8JOHPMzx7X', '2ZC6H1OYbKsTwyWP2oipVD', '0iMvs2xig8hcY8LdFCSHKZ']",2355,17,['persian pop']
166,1bVetRIib0DC0OuFKkrB17,Shahab Tiam,"['1IU605ta1wAa04gO13wTsT', '6FwyjZoydsivQ2ge94HmLP', '2rencXwi2bmo5d0P8443Ao', '6CwqlS95wmmB4ZWgCtdzUi', '0EffwahbVorwsGoVtfovXM']",4554,37,['persian pop']
167,0dEXbKWCnr91EGFzeI3mXS,Sina Sarlak,"['68Mz4oTRLkgxPgdkmfujeL', '4bkJC3QFh36174LdwZbas1', '3f2boapgR4BFR5VaWqCeat', '6G9faozjdy9wpfIKhDMRBR', '6zu1JcNYULXTVw509cemBy']",1032,25,['persian traditional']
168,4bkJC3QFh36174LdwZbas1,Bijan Bijani,"['0dEXbKWCnr91EGFzeI3mXS', '3f2boapgR4BFR5VaWqCeat', '3zQdpHMTdJnV4aCzGqCBYK', '5Qz3GBP3GBO2h0sNKHyjJ2', '5tJdqzQYWhaBSWzGVhqGUX']",784,8,['persian traditional']
169,5ImecuuoVCZHfMq7Ohe3pY,Ali Abdolmaleki,"['4xqposteS5UiLqNIRrHEqm', '0iMvs2xig8hcY8LdFCSHKZ', '4s7Z3TRfMsMcMwBbE6iSBV', '6krYKhItuUgO1cfktfsO20', '3Dtb6nQCoMLf8iKVtDnSvh']",3146,21,['persian pop']
170,7kyv6pxakvg25qRWqq9vj7,Morteza Pashaei,"['5ZJVKcOJZ2liLXcMD8G4fG', '0iMvs2xig8hcY8LdFCSHKZ', '3W7mWUVC6aDPAQX7yRFdz5', '0mHI0Oi13X1Qi5ubUxYeUe', '1HxhTTLPJlj5uiYSdjVgGU']",13897,38,['persian pop']
171,230YvsAgS4Uu6leCUUc6Bp,Afshin Moghadam,"['7MYldHzLrKMxUl7AcNTmHO', '05owR1ds02eaZgCrtfATRF', '5TJxWW696uXFzZYpp9b6nk', '7DCmQW885aZQY5fhN1C2PD', '5fDiPm7RFIZx73fNwnLOxR']",425,5,['classic persian pop']
172,3f2boapgR4BFR5VaWqCeat,Iraj Bastami,"['68Mz4oTRLkgxPgdkmfujeL', '3RGDkgJ2rGLnm4JqoEvdVT', '0dEXbKWCnr91EGFzeI3mXS', '55eAm6u8p3FNbnOMlL0tfy', '1Hf2M5agx5UUq70iTJMB04']",1441,13,['persian traditional']
173,1Hf2M5agx5UUq70iTJMB04,Mohammad Reza Lotfi,"['3fdDkhBEDruWRwbxaO9jUL', '76AfiUNXweLpRzTYqcAFPx', '5lkDBB31Xx39oqr9XqmbmY', '47rRBKkfnGlmXw8AztRvYf', '68Mz4oTRLkgxPgdkmfujeL']",2678,14,['persian traditional']
174,5lkDBB31Xx39oqr9XqmbmY,Dastan Ensemble,"['1Hf2M5agx5UUq70iTJMB04', '129o0b0q8hAgjrd7jDrbhP', '47rRBKkfnGlmXw8AztRvYf', '76AfiUNXweLpRzTYqcAFPx', '3meYUCHyh5OayViOog5daw']",981,7,['persian traditional']
175,0Tvuhy3Z9svIM16dPhNgb9,Mohammad Bibak,"['5CEosSs2y4M9THNGI6mej8', '1PgsdK1Ll4oK28g6KLPOg1', '1yPzb9mqugowOfUs2vIOgL', '7AJU2n7M6XW5j1fdqTdZgI', '3tecdksDTajgP8xxkuDgyJ']",933,9,"['persian alternative', 'persian hip hop', 'persian pop']"
176,5Fq4u0e9OPI4k4R3QC6OZO,Rana Farhan,"['1ft8rFTxoZ1c41DCR1tr1T', '1Ztcq0hkmzT4gWfmWZx3wu', '7f8OibY3PULjl3LFgONPXC', '42o3S5oDd4Q4YyMNRmN5oS', '4kC0KjDKDzan8PsIglvzio']",3258,15,"['classic persian pop', 'persian alternative']"
177,1Z9AMFrgGmPJAqLqVTzrHZ,Marjan,"['5fDiPm7RFIZx73fNwnLOxR', '5b1CDxqOGnXr5M1DUn2XQh', '0cuFX3PhgtIqQDKPLCL854', '0FYkbjit3zaFIN4kvVUdGW', '2jvB5M73tBZlWybPmxIaw7']",2194,30,['classic persian pop']
178,42SXWPm6yVlwZQKfmZGoIb,Ahmad Pejman,"['2NzB7sjEg2k46XhFXeYi2v', '129o0b0q8hAgjrd7jDrbhP', '61ZXD1o7fJ7DrwLXMzt50Y', '5Uj3HYkiz1cn32IPHMqhOy', '5sarhkyrBmQFnOJe2HrMBH']",1093,9,['persian traditional']
179,61ZXD1o7fJ7DrwLXMzt50Y,Majid Entezami,"['42SXWPm6yVlwZQKfmZGoIb', '2NzB7sjEg2k46XhFXeYi2v', '5tJdqzQYWhaBSWzGVhqGUX', '5Uj3HYkiz1cn32IPHMqhOy', '129o0b0q8hAgjrd7jDrbhP']",691,9,['persian traditional']
180,3NMQEyYaKVKd0ZBVJwyAwS,Bahram Nouraei,"['0u4qrFczDmAsJesHPgbnru', '3QNGoF6VzVNnkpjJDT3NHq', '5y33cZ1Lo1YVUjraV880Lb', '2SFwcduI9cdZsG6UxnBm3C', '1gNqCEatbX4cKskpTzyAsI']",5579,17,['persian hip hop']
181,2B4DnBz9uzJN5nPgLEHCt7,Sohrab Mj,"['5y33cZ1Lo1YVUjraV880Lb', '5vVveQB8n4kETe67waTS3t', '2SFwcduI9cdZsG6UxnBm3C', '4uGBJ4gqsK7NAUb3DKTL7Q', '3tecdksDTajgP8xxkuDgyJ']",3036,24,['persian hip hop']
182,47rRBKkfnGlmXw8AztRvYf,Parviz Meshkatian,"['1Hf2M5agx5UUq70iTJMB04', '129o0b0q8hAgjrd7jDrbhP', '5Uj3HYkiz1cn32IPHMqhOy', '55eAm6u8p3FNbnOMlL0tfy', '5lkDBB31Xx39oqr9XqmbmY']",3353,19,['persian traditional']
183,2BAb1Ohq2UZYaK5JsYwsL6,Saeed Shayesteh,"['1bVetRIib0DC0OuFKkrB17', '1IU605ta1wAa04gO13wTsT', '0uCPk7Qaa7trIUAo0MarQa', '2rencXwi2bmo5d0P8443Ao', '6FwyjZoydsivQ2ge94HmLP']",2264,21,['classic persian pop']
184,3fdDkhBEDruWRwbxaO9jUL,Ahmad Ebadi,"['0VBhf7JZeqXh9k9fMBjbDL', '1Hf2M5agx5UUq70iTJMB04', '55eAm6u8p3FNbnOMlL0tfy', '5lHrDA7zeOdc9IlQ4uuy2p', '6UJJrrovYZtNDlNXbqoxnD']",541,6,['persian traditional']
185,4s7Z3TRfMsMcMwBbE6iSBV,Ahmad Saeedi,"['5ImecuuoVCZHfMq7Ohe3pY', '0iMvs2xig8hcY8LdFCSHKZ', '4xqposteS5UiLqNIRrHEqm', '1HxhTTLPJlj5uiYSdjVgGU', '05xOq3llEmAYBHDUsgHpi2']",2493,26,['persian pop']
186,6UJJrrovYZtNDlNXbqoxnD,Keyvan Saket,"['3fdDkhBEDruWRwbxaO9jUL', '1Hf2M5agx5UUq70iTJMB04', '0dEXbKWCnr91EGFzeI3mXS', '55eAm6u8p3FNbnOMlL0tfy', '3f2boapgR4BFR5VaWqCeat']",501,5,['persian traditional']
187,159EfTbAauNiYWo4L0n30z,Kamyr,"['0iMvs2xig8hcY8LdFCSHKZ', '0DymMFBnzHFnWU0kosXtsQ', '0T1TzS3WjueMtv79puFaqr', '6a3oGQA11oMCKPqYRcG7Nq', '72482nIO3fujPgLNJQWuCy']",1437,21,['persian pop']
188,1kvuyOm5YCLM6VqzXUR1wP,Fereydoun Asraei,"['3Glr2udz0D2reg29xp4Zta', '5ZJVKcOJZ2liLXcMD8G4fG', '7LVIM96INQRse5bdloKlzM', '12fBANjOYf8IsllhF9fvkR', '5EvLD8ZqQKUQVTORi5z8tm']",1964,22,['persian pop']
189,4xqposteS5UiLqNIRrHEqm,Amin Rostami,"['5ImecuuoVCZHfMq7Ohe3pY', '0iMvs2xig8hcY8LdFCSHKZ', '7kyv6pxakvg25qRWqq9vj7', '4s7Z3TRfMsMcMwBbE6iSBV', '72482nIO3fujPgLNJQWuCy']",2070,22,['persian pop']
190,5Qz3GBP3GBO2h0sNKHyjJ2,Rastak,"['6zhA5Vu3mPLVuSCf3RVtxH', '5VnYfJJCJApPJiPG85ny9C', '4bkJC3QFh36174LdwZbas1', '6jCwWmmC5b4fF2y0OOP6g8', '0dEXbKWCnr91EGFzeI3mXS']",2284,16,['persian traditional']
191,6jCwWmmC5b4fF2y0OOP6g8,Eendo,"['1Ztcq0hkmzT4gWfmWZx3wu', '4besYDIj6c0kONEoL2fFqP', '55zgTrm0JBRzarhIzKaPPf', '1aAvWm4c1RQ2HnxFQYGFKS', '01xUafSGlkbklhhimae66R']",2788,22,"['classic persian pop', 'persian alternative']"
192,7pBXdJN9S9N9nNifjPixET,Tohi,"['3ik1ITmfyz6tnIgodqEHlz', '0LkkLM2M97UEG7hi5mLn3u', '3pox3Tg5r65OlxX2zuNfRe', '5soNWYxH02JzesP081GwEl', '10q6ToQDyMq4fIckvuwXEO']",3649,28,['persian pop']
193,6krYKhItuUgO1cfktfsO20,Alireza Roozegar,"['1OCJdJqPSwRk33D9wOlLN0', '5ImecuuoVCZHfMq7Ohe3pY', '7INpA5aJxfDmYebFzHMcGk', '6jhf7iz6RrJYg6eTJQmGAf', '4s7Z3TRfMsMcMwBbE6iSBV']",549,11,['persian pop']
194,57Pw3FSi1qi2fOY4wKOKjK,Akcent,"['1oiZoULxUJDYGOKMgVefP4', '6RQDTlies3nrNDJwXvbBZT', '1oqThNqOfhev071PvmOwWQ', '0Qz06Kvk8662UwwVMpjYet', '2TOr71R5gmHQNH2xEcYtCu']",49890,48,"['disco polo', 'romanian pop']"
195,1oqThNqOfhev071PvmOwWQ,DJ Project,"['7r5r62YLteBfMwEC7R5Mvq', '1MRQV5l5n4ax84U6CQljVq', '0EzdKL71gSNlSxnAmEQeGV', '5ehzqXnSLerlBOvT6lnQ8l', '72FGvJgYbs0NBeJqECy6cF']",13568,37,"['romanian pop', 'romanian rock']"
196,3XgrqdSU9HUqgm4wHC9mUx,Mohammad Alizadeh,"['7INpA5aJxfDmYebFzHMcGk', '0RijxlHRlHCt8hYWPclQRJ', '7LVIM96INQRse5bdloKlzM', '0iMvs2xig8hcY8LdFCSHKZ', '0Ivc48Y30tpafzyoi2U4OJ']",5900,28,['persian pop']
197,6CwqlS95wmmB4ZWgCtdzUi,Farzad Farzin,"['1tOtb40DeTYQJZPe11zSVx', '0T1TzS3WjueMtv79puFaqr', '0EffwahbVorwsGoVtfovXM', '2qNu2Ys8ePDMvKwixWNdbS', '1bVetRIib0DC0OuFKkrB17']",7041,35,['persian pop']
198,098NN14k4Oa9ZsSO1t3ECk,Karen Homayounfar,"['42SXWPm6yVlwZQKfmZGoIb', '61ZXD1o7fJ7DrwLXMzt50Y', '2NzB7sjEg2k46XhFXeYi2v', '5Uj3HYkiz1cn32IPHMqhOy', '0dEXbKWCnr91EGFzeI3mXS']",1323,14,[]
199,3Dtb6nQCoMLf8iKVtDnSvh,Pouya Bayati,"['5ImecuuoVCZHfMq7Ohe3pY', '1OCJdJqPSwRk33D9wOlLN0', '4xqposteS5UiLqNIRrHEqm', '7INpA5aJxfDmYebFzHMcGk', '1tOtb40DeTYQJZPe11zSVx']",347,10,[]
